Date,Score
2016-12-14,0.09099284559488300
2017-02-01,0.17600473761558500
2017-03-15,0.2466796487569810
2017-05-03,0.3237316310405730
2017-06-14,0.18784552812576300
2017-06-14,0.09242887049913410
2017-07-26,0.17762541770935100
2017-09-20,0.1316300928592680
2017-11-01,0.054922379553318000
2017-12-13,0.1033073365688320
2018-01-31,0.19296950101852400
2018-01-31,0.12614737451076500
2018-03-21,0.17480498552322400
2018-05-02,0.22328859567642200
2018-06-13,0.3900502622127530
2018-08-01,0.5079613327980040
2018-09-26,0.5214675664901730
2018-11-08,0.49897298216819800
2018-12-19,0.506392776966095
2019-01-30,0.2609982192516330
2019-01-30,0.1515570431947710
2019-01-30,0.25771987438201900
2019-03-20,0.11301239579916
2019-03-20,0.25864362716674800
2019-05-01,0.3801512122154240
2019-06-19,0.4216839075088500
2019-07-31,0.39317458868026700
2019-09-18,0.4770178496837620
2019-10-11,0.2754148840904240
2019-10-30,0.4863612949848180
2019-12-11,0.5914897322654720
2020-01-29,0.5903106927871700
2020-03-03,0.47231823205947900
2020-03-15,0.3324548006057740
2020-03-19,0.4384671449661260
2020-03-23,0.5324472784996030
2020-03-31,0.2790633738040920
2020-04-29,0.19279105961322800
2020-06-10,0.2099304050207140
2020-07-29,0.2604513168334960
2020-08-27,0.1143990308046340
2020-09-16,0.2425202876329420
2020-11-05,0.30017000436782800
2020-12-16,0.3621992766857150
2021-01-27,0.42139020562171900
2021-03-17,0.47675710916519200
2021-04-28,0.5314443707466130
2021-06-16,0.6458625793457030
2021-07-28,0.6768385171890260
2021-09-22,0.771806538105011
2021-11-03,0.6112785339355470
2021-12-15,0.7466650009155270
2022-01-26,0.8382066488265990
2022-03-16,0.8869122862815860
2022-05-04,0.9142861366271970
2022-06-15,0.9423612952232360
2022-07-27,0.9479186534881590
2022-09-21,0.9546424150466920
2022-11-02,0.9547669291496280
2022-12-14,0.9573003053665160
2023-02-01,0.9513285756111150
2023-03-22,0.9427319765090940
2023-05-03,0.9463829398155210
2023-06-14,0.9576366543769840
2023-07-26,0.9664977788925170
2023-09-20,0.9642152190208440
2023-11-01,0.9506061673164370
2023-12-13,0.9406484365463260
2024-01-31,0.9724633693695070
2024-03-20,0.9717983603477480
2024-05-01,0.9658949375152590
2024-06-12,0.9668763875961300
2024-07-31,0.9710232615470890
2024-09-18,0.9815753698349000
2024-11-07,0.9837770462036130
2024-12-18,0.9844554662704470
2025-01-29,0.9731040000915530
2025-03-19,0.9691724181175230
2025-05-07,0.9584940075874330
2025-06-18,0.9533562064170840
2025-07-30,0.9490780830383300
2025-09-17,0.9542495012283330
2025-10-29,0.9378297924995420
2025-12-10,0.9462486505508420
